index,id,water,uv,area,fertilizer_usage,yield,pesticides,region,categories,a,b,c,d,yieldperhectare
925,873,6.197,73.607,11.989,0,37.989,6.682,4,"b,c,d",0,1,1,1,3.17
926,904,8.085,78.474,12.02,3,114.195,6.317,2,"b,c,d",0,1,1,1,9.5
927,744,11.511,66.432,12.033,3,93.824,1.898,6,a,1,0,0,0,7.8
928,601,8.991,94.327,12.043,4,123.898,1.094,2,c,0,0,1,0,10.29
929,59,9.532,67.47,12.046,3,74.108,1.217,6,"b,c,d",0,1,1,1,6.15
930,453,5.015,94.309,12.077,0,77.513,5.119,1,c,0,0,1,0,6.42
931,279,6.09,58.082,12.101,0,47.326,5.76,6,"b,d",0,1,0,1,3.91
932,67,12.22354593,81.414,12.129,3,94.051,3.661,6,"a,b",1,1,0,0,7.75
933,172,2.76,67.572,12.161,3,113.477,3.272,4,c,0,0,1,0,9.33
934,398,4.024,73.95748788,12.166,0,19.758,5.967,6,"b,d",0,1,0,1,1.62
935,807,7.352,72.373,12.173,3,76.708,6.412,6,"a,c,b",1,1,1,0,6.3
936,123,7.261,76.547,12.192,2,49.389,0.775,6,"c,b",0,1,1,0,4.05
937,181,2.756,70.658,12.236,0,66.051,0.059,2,"b,d",0,1,0,1,5.4
938,953,6.549,89.688,12.268,0,37.299,5.372,6,d,0,0,0,1,3.04
939,872,7.172,66.99,12.271,0,72.428,5.703,2,b,0,1,0,0,5.9
940,374,4.458,75.542,12.296,1,71.994,4.071,6,a,1,0,0,0,5.86
941,214,6.871,72.698,12.304,1,48.278,2.242,6,"b,c",0,1,1,0,3.92
942,878,6.837,69.123,12.329,2,84.743,0.035,4,b,0,1,0,0,6.87
943,481,4.043,75.81,12.354,0,35.524,2.198,6,"d,c",0,0,1,1,2.88
944,768,7.06,80.748,12.375,4,86.596,6.626,6,"d,b",0,1,0,1,7
945,53,3.946,73.95748788,12.401,1,94.638,3.874,4,"c,b",0,1,1,0,7.63
946,391,1.747,60.581,12.417,0,55.899,3.113,6,"c,b",0,1,1,0,4.5
947,63,6.902,72.802,12.447,0,110.495,4.928,4,"c,b,a",1,1,1,0,8.88
948,326,4.71,62.553,12.489,0,49.103,2.928,6,"b,c,a,d",1,1,1,1,3.93
949,450,8.516,81.663,12.536,0,47.547,1.963,4,c,0,0,1,0,3.79
950,120,6.461,67.518,12.556,0,41.433,2.849,6,b,0,1,0,0,3.3
951,389,2.41,74.724,12.575,1,62.334,2.91,6,b,0,1,0,0,4.96
952,541,8.041,68.735,12.607,4,131.49,6.105,4,"c,a,b",1,1,1,0,10.43
953,473,4.395,73.95748788,12.64,0,61.114,4.26,6,"d,c,b",0,1,1,1,4.83
954,48,9.241,77.859,12.67,4,85.003,1.222,6,"b,c",0,1,1,0,6.71
955,157,12.22354593,69.114,12.717,4,137.596,1.9,2,"c,a,b",1,1,1,0,10.82
956,994,8.609,77.59,12.736,0,41.834,2.235,6,"b,d",0,1,0,1,3.28
957,722,8.912,67.004,12.736,3,87.235,2.113,6,"a,d,b",1,1,0,1,6.85
958,158,4.58,81.187,12.782,0,71.319,1.365,4,b,0,1,0,0,5.58
959,571,4.738,83.457,12.809,3,143.218,3.286,4,b,0,1,0,0,11.18
960,531,4.801,72.937,12.824,3,95.261,1.633,3,"c,b,a",1,1,1,0,7.43
961,738,10.045,64.902,12.834,2,143.939,4.183,4,c,0,0,1,0,11.22
962,943,8.305,58.159,12.864,1,58.608,0.432,3,"b,c,d,a",1,1,1,1,4.56
963,555,6.833,75.587,12.893,2,67.094,5.742,5,"c,a",1,0,1,0,5.2
964,90,6.75,74.193,12.912,1,41.935,7.336,5,"a,c",1,0,1,0,3.25
965,492,0.713,77.55,12.957,0,125.129,4.042,4,"b,c,a,d",1,1,1,1,9.66
966,621,2.045,84.93,12.988,0,31.049,6.036,4,a,1,0,0,0,2.39
967,837,4.842,77.512,13.018,3,70.625,2.423,5,"c,a",1,0,1,0,5.43
968,401,4.514,72.468,13.076,0,58.09,4.061,4,"a,c,b",1,1,1,0,4.44
969,535,7.526,67.637,13.208,3,96.448,3.086,6,"a,c",1,0,1,0,7.3
970,201,7.453,88.125,13.323,1,63.587,5.385,6,"d,b,a",1,1,0,1,4.77
971,23,11.606,92.302,13.445,3,85.12,6.657,5,"c,b,a,d",1,1,1,1,6.33
972,104,7.679,73.95748788,13.489,5,106.421,1.974,6,a,1,0,0,0,7.89
973,284,4.704,62.911,13.551,1,58.51,5.804,6,b,0,1,0,0,4.32
974,945,6.17,72.08,13.553,2,78.59,7.328,4,"a,d",1,0,0,1,5.8
975,316,6.552,67.571,13.569,2,77.14,1.107,6,"d,b",0,1,0,1,5.69
976,895,4.328,64.76,13.572,1,65.086,5.439,6,"a,c",1,0,1,0,4.8
977,750,4.918,77.499,13.615,3,130.695,3.531,4,b,0,1,0,0,9.6
978,210,5.344,85.826,13.743,1,69.38,1.315,3,c,0,0,1,0,5.05
979,125,2.291,68.649,13.835,0,37.918,5.443,6,"d,a,b",1,1,0,1,2.74
980,681,4.209,80.408,13.914,2,70.167,5.696,6,b,0,1,0,0,5.04
981,296,5.532,65.965,14.026,0,60.395,3.863,6,"c,d",0,0,1,1,4.31
982,680,9.861,87.445,14.104,4,148.845,6.58,4,d,0,0,0,1,10.55
983,245,6.571,86.759,14.129,1,84.101,3.02,4,"b,c,d,a",1,1,1,1,5.95
984,925,3.854,70.575,14.158,1,39.093,8.358,5,"b,d,a,c",1,1,1,1,2.76
985,557,4.075,74.025,14.352,0,26.149,8.409,4,c,0,0,1,0,1.82
986,868,3.544,56.754,14.661,1,52.728,6.359,6,c,0,0,1,0,3.6
987,988,8.136,62.605,14.734,0,50.001,0.649,4,"d,b,c",0,1,1,1,3.39
988,455,2.757,74.451,14.813,3,85.155,2.76,6,"b,d,c",0,1,1,1,5.75
989,180,7.436,64.462,14.857,0,42.296,6.732,6,"b,c",0,1,1,0,2.85
990,972,12.22354593,77.818,14.866,3,124.257,2.279,4,b,0,1,0,0,8.36
991,161,6.399,63.76,15.089,0,73.614,3.36,5,"c,b",0,1,1,0,4.88
992,135,1.741,84.067,15.39,2,75.536,2.79,6,"c,a,d",1,0,1,1,4.91
993,91,4.041,59.622,15.457,1,71.315,2.506,6,"b,a,c",1,1,1,0,4.61
994,419,1.15,73.95748788,15.487,3,125.578,2.111,4,b,0,1,0,0,8.11
995,507,5.171,70.401,15.508,0,51.948,1.706,6,"d,b",0,1,0,1,3.35
996,959,5.792,88.833,15.967,0,36.875,1.192,5,c,0,0,1,0,2.31
997,60,3.512,77.724,16.169,2,93.522,4.47,6,"b,c",0,1,1,0,5.78
998,794,3.884,74.296,16.32,0,71.383,5.906,6,"c,a,d,b",1,1,1,1,4.37
999,864,12.22354593,73.95748788,16.409,2,83.831,2.543,6,c,0,0,1,0,5.11
1000,356,5.369,76.401,18.311,1,77.373,2.91,6,c,0,0,1,0,4.23
